"Navn";"NVDB_id";"SkiltetLengde";"Åpningsår";"Kommune";"AntallTunnelløp";"MaksAngittLengdeTunnelløp";"MaksFysiskLengdeTunnelløp";"ÅpningsårFraTunnelløp";"kommunerTunnelløp";"SSRtreff";"soketerm";"soketerm2";"X_utm32";"y_utm32";"SSR navn";"ssr_url"
"Sørskaret";"275592152";"770";"";"1902";"1";"";"767.9176069822457";"";"1902";"INGEN";"sørskaret";"sørskar";"879217.7347876567";"7769838.006761782";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=s%C3%B8rskar%2A&ostLL=631906.56755&nordLL=7726839.54913&ostUR=665906.56755&nordUR=7760839.54913"
"Bjørga";"275611967";"1150";"";"1925";"1";"";"1180.0330305504797";"";"1925";"EKSAKT";"Bjørga";"";"855047.9688896951";"7696730.210868885";"Bjørgatunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bj%C3%B8rga%2A&ostLL=600728.82569&nordLL=7656554.88144&ostUR=634728.82569&nordUR=7690554.88144"
"Sifjordskaret";"275612819";"";"";"1928";"1";"";"925.5090440570427";"";"1928";"EKSAKT";"Sifjordskaret";"";"819312.8397645119";"7699916.169526145";"Sifjordskaret tunnel";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Sifjordskaret%2A&ostLL=565521.62818&nordLL=7663213.9074&ostUR=599521.62818&nordUR=7697213.9074"
"Ørnfjord";"275617966";"870";"";"1929";"1";"";"862.1550406588212";"";"1929,1931";"INGEN";"ørnfjord";"ørnfjord";"839003.7545724799";"7731884.223178943";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=%C3%B8rnfjord%2A&ostLL=588221.55555&nordLL=7693063.0897&ostUR=622221.55555&nordUR=7727063.0897"
"Fjordgård";"275617968";"2300";"";"1931";"1";"";"2289.3755229199323";"";"1931";"EKSAKT";"Fjordgård";"";"837465.122820828";"7732704.322026751";"Fjordg책rdtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fjordg%C3%A5rd%2A&ostLL=586772.58238&nordLL=7694028.87455&ostUR=620772.58238&nordUR=7728028.87455"
"Larsberg";"275701268";"";"";"1939";"1";"";"520.9682793327416";"";"1939";"FLERE";"Larsberg";"";"940863.9435626736";"7744708.6176992785";"Larsbergtunnelen,Larsberg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Larsberg%2A&ostLL=690688.53975&nordLL=7695828.81235&ostUR=724688.53975&nordUR=7729828.81235"
"Skardalstunnelen";"275701270";"";"";"1940";"1";"";"2283.820072269298";"";"1940";"EKSAKT";"Skardalstunnelen";"";"953380.9027226465";"7754753.08409364";"Skardalstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Skardalstunnelen%2A&ostLL=704105.99893&nordLL=7704579.22068&ostUR=738105.99893&nordUR=7738579.22068"
"Kaperskaret";"275701272";"630";"";"1928";"1";"";"628.1371631657139";"";"1928";"EKSAKT-forenklet2";"kaperskaret";"kaperskar";"825892.3889697639";"7709514.684713442";"Kaperskartunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=kaperskar%2A&ostLL=573000.30355&nordLL=7672111.74946&ostUR=607000.30355&nordUR=7706111.74946"
"Sifjordura";"275701274";"1500";"";"1928";"1";"";"1518.9760249306796";"";"1928";"EKSAKT";"Sifjordura";"";"819542.3294640412";"7707262.739112489";"Sifjordura tunnel";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Sifjordura%2A&ostLL=566467.99502&nordLL=7670494.25926&ostUR=600467.99502&nordUR=7704494.25926"
"Grunnfarnes";"275701276";"570";"";"1928";"1";"";"595.0015874245523";"";"1928";"INGEN";"grunnfarnes";"grunnfarn";"815486.4980505013";"7707722.616165971";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=grunnfarn%2A&ostLL=562481.26617&nordLL=7671348.01684&ostUR=596481.26617&nordUR=7705348.01684"
"Tromsøysund";"275701279";"";"";"1902";"4";"";"3486.440811051622";"";"1902";"FLERE";"Tromsøysund";"";"886468.2920185054";"7761352.334141211";"Tromsøysund 1,Tromsøysund 2";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Troms%C3%B8ysund%2A&ostLL=638278.69081&nordLL=7717696.36992&ostUR=672278.69081&nordUR=7751696.36992"
"Fjellsenden";"275701281";"765";"";"1931";"1";"";"760.0148857252528";"";"1931";"EKSAKT";"Fjellsenden";"";"841309.3517061598";"7736284.4333474785";"Fjellsendentunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fjellsenden%2A&ostLL=590944.04578&nordLL=7697210.71079&ostUR=624944.04578&nordUR=7731210.71079"
"Riven";"275701283";"935";"";"1931";"1";"";"922.5109858312828";"";"1931";"EKSAKT";"Riven";"";"839375.6087394252";"7736772.181666316";"Riventunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Riven%2A&ostLL=589069.85458&nordLL=7697884.89505&ostUR=623069.85458&nordUR=7731884.89505"
"Maursund";"275701285";"2122";"";"1941";"1";"";"2114.9668411659554";"";"1941,1942";"FLERE";"Maursund";"";"953330.1558368878";"7802404.402949404";"Maursundtunnelen,Maursund";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Maursund%2A&ostLL=708733.46952&nordLL=7751914.35301&ostUR=742733.46952&nordUR=7785914.35301"
"Kågen";"275701287";"1733";"";"1941";"1";"";"1729.19653312867";"";"1941";"FLERE";"Kågen";"";"954221.0068407586";"7804591.559255399";"Kågen,Kågentunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=K%C3%A5gen%2A&ostLL=709833.33194&nordLL=7753999.18292&ostUR=743833.33194&nordUR=7787999.18292"
"Pollfjellet";"275726633";"3230";"";"1938";"1";"";"3304.1948185160413";"";"1938";"EKSAKT";"Pollfjellet";"";"934918.3688208014";"7746195.378500328";"Pollfjellet";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Pollfjellet%2A&ostLL=684928.17988&nordLL=7697888.23903&ostUR=718928.17988&nordUR=7731888.23903"
"Kvalsund";"275726636";"1650";"";"1902";"1";"";"1656.2190116792192";"";"1902";"FLERE";"Kvalsund";"";"884126.7987347761";"7776626.554497422";"Kvalsundtunnelen,Kvalsund";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Kvalsund%2A&ostLL=637450.80728&nordLL=7733103.28982&ostUR=671450.80728&nordUR=7767103.28982"
"Isfjelltunnelen";"275726648";"";"";"1940";"1";"";"3246.294148948192";"";"1940";"EKSAKT";"Isfjelltunnelen";"";"956974.991974405";"7754715.612357944";"Isfjelltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Isfjelltunnelen%2A&ostLL=707672.15514&nordLL=7704189.66131&ostUR=741672.15514&nordUR=7738189.66131"
"Otervik";"275726657";"607";"";"1902";"1";"";"614.8399927182545";"";"1902";"INGEN";"otervik";"otervik";"854878.4879421636";"7751207.26675043";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=otervik%2A&ostLL=605892.15458&nordLL=7710712.36402&ostUR=639892.15458&nordUR=7744712.36402"
"Breitind";"275726659";"920";"";"1929";"1";"";"927.6674732426832";"";"1929";"EKSAKT";"Breitind";"";"837219.5504030467";"7729780.0079894755";"Breitind";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Breitind%2A&ostLL=586242.15541&nordLL=7691146.36268&ostUR=620242.15541&nordUR=7725146.36268"
"Svartholla";"275726661";"310";"";"1929";"1";"";"327.7078743057535";"";"1929";"FLERE";"Svartholla";"";"835939.8358037225";"7729368.646339128";"Svartholla,Svartholla rasoverbygg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Svartholla%2A&ostLL=584929.92853&nordLL=7690862.79309&ostUR=618929.92853&nordUR=7724862.79309"
"Svartholla rasoverbygg";"275726663";"";"";"1929";"1";"";"125.02705211131223";"";"1929";"EKSAKT";"Svartholla rasoverbygg";"";"835831.8942125436";"7729075.161201504";"Svartholla rasoverbygg";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Svartholla+rasoverbygg%2A&ostLL=584793.90689&nordLL=7690581.65564&ostUR=618793.90689&nordUR=7724581.65564"
"Bratthesten";"275726665";"350";"";"1929";"1";"";"345.3467536048593";"";"1929";"EKSAKT";"Bratthesten";"";"834463.9836685479";"7730027.51664271";"Bratthesten";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bratthesten%2A&ostLL=583527.52923&nordLL=7691662.17301&ostUR=617527.52923&nordUR=7725662.17301"
"Skaland";"275726667";"1890";"";"1929";"1";"";"1890.047823393538";"";"1929";"EKSAKT";"Skaland";"";"833112.7396588055";"7722644.378799793";"Skaland";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Skaland%2A&ostLL=581461.71047&nordLL=7684455.97855&ostUR=615461.71047&nordUR=7718455.97855"
"Steinfjord";"275726669";"1265";"";"1929";"1";"";"1290.088011695577";"";"1929";"EKSAKT";"Steinfjord";"";"826310.9934644955";"7726590.631699551";"Steinfjord";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Steinfjord%2A&ostLL=575087.22446&nordLL=7689044.22958&ostUR=609087.22446&nordUR=7723044.22958"
"Geitskartunnelen";"275726671";"2200";"";"1929";"1";"";"2146.536526061542";"";"1929";"EKSAKT";"Geitskartunnelen";"";"829998.6639034369";"7730745.865954121";"Geitskartunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Geitskartunnelen%2A&ostLL=579159.52806&nordLL=7692813.40648&ostUR=613159.52806&nordUR=7726813.40648"
"Sentrumstangenten";"275726673";"";"";"1902";"5";"";"826.9548367216299";"";"1902";"INGEN";"sentrumstangenten";"sentrumstangent";"884511.6167721555";"7758611.686428115";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sentrumstangent%2A&ostLL=636065.66999&nordLL=7715165.02695&ostUR=670065.66999&nordUR=7749165.02695"
"Breivik";"275726675";"";"";"1902";"3";"2302.0";"2299.474724811187";"";"1902";"INGEN";"breivik";"breivik";"884706.316508183";"7760352.92795459";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=breivik%2A&ostLL=636429.89373&nordLL=7716876.12078&ostUR=670429.89373&nordUR=7750876.12078"
"Bjølstadtunnelen";"275871985";"440";"";"106";"1";"434.0";"434.6777041031409";"";"106";"EKSAKT";"Bjølstadtunnelen";"";"610488.6586326768";"6564956.5805410305";"Bjølstadtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bj%C3%B8lstadtunnelen%2A&ostLL=250971.39469&nordLL=6553428.71033&ostUR=284971.39469&nordUR=6587428.71033"
"Kårsbakktunnelen";"275969871";"300";"2010";"1003";"1";"341.0";"340.4624193783401";"";"1003";"INGEN";"kårsbakk";"kårsbakk";"369047.70022289694";"6440822.418058118";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=k%C3%A5rsbakk%2A&ostLL=-999.6882100000003&nordLL=6451222.68058&ostUR=33000.31179&nordUR=6485222.68058"
"Vintertuntunnelen";"276815733";"91";"2009";"1228";"1";"91.0";"89.95873286228941";"";"1228";"INGEN";"vintertun";"vintertun";"360394.83798611595";"6643812.730980506";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=vintertun%2A&ostLL=8649.507850000002&nordLL=6654695.27609&ostUR=42649.50785&nordUR=6688695.27609"
"Jernfjelltunnelen";"276992728";"2390";"1989";"1411";"1";"2390.0";"2385.732429278814";"";"1266,1411";"EKSAKT";"Jernfjelltunnelen";"";"310671.223111607";"6759959.457806258";"Jernfjelltunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Jernfjelltunnelen%2A&ostLL=-30376.95679&nordLL=6775212.48571&ostUR=3623.04321&nordUR=6809212.48571"
"Røviktunnelen";"296994289";"2000";"";"1841";"1";"2040.0";"2057.50590895231";"";"1841";"EKSAKT";"Røviktunnelen";"";"768056.350123627";"7476374.451117335";"Røviktunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=R%C3%B8viktunnelen%2A&ostLL=492856.3241&nordLL=7445935.30499&ostUR=526856.3241000001&nordUR=7479935.30499"
"Tronvik GS";"299918147";"";"";"1112";"1";"36.0";"35.78072748693257";"";"1112";"INGEN";"tronvik gs";"tronvik g";"359782.4925136081";"6480243.078989792";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=tronvik+g%2A&ostLL=-6727.7812479286&nordLL=6491420.06701265&ostUR=27272.2187520714&nordUR=6525420.06701265"
"Børvenestunnelen";"301937089";"";"";"1238";"1";"";"1214.7278132889599";"";"1238";"EKSAKT";"Børvenestunnelen";"";"345489.1652557301";"6697026.936186315";"Børvenestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=B%C3%B8rvenestunnelen%2A&ostLL=-1380.87536&nordLL=6709183.17572&ostUR=32619.12464&nordUR=6743183.17572"
"Borgotunnelen";"301965673";"";"";"1253";"1";"";"1553.2021582870138";"";"1253";"INGEN";"borgo";"borgo";"306546.5940424815";"6713860.263955999";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=borgo%2A&ostLL=-38726.7282&nordLL=6729555.15885&ostUR=-4726.728200000001&nordUR=6763555.15885"
"Ryatunnelen";"302060741";"2700";"";"1902";"1";"";"2679.249377260847";"";"1902";"INGEN";"rya";"ry";"880358.7255565372";"7748092.986634844";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=ry%2A&ostLL=630907.90083&nordLL=7705120.08296&ostUR=664907.90083&nordUR=7739120.08296"
"Eikremtunnelen";"305804512";"1000";"2012";"1560";"1";"1024.0";"1024.5332149248661";"";"1560";"INGEN";"eikrem";"eikrem";"450496.34116419195";"6986391.902519549";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=eikrem%2A&ostLL=130134.00735999999&nordLL=6988193.94913&ostUR=164134.00736&nordUR=7022193.94913"
"Tunsbergtunnelen";"305887358";"";"";"1234";"1";"";"4089.2927162966716";"";"1234";"EKSAKT";"Tunsbergtunnelen";"";"372995.2316739823";"6717187.960917426";"Tunsbergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Tunsbergtunnelen%2A&ostLL=27921.648439999997&nordLL=6726794.18609&ostUR=61921.64844&nordUR=6760794.18609"
"Damfosstunnelen";"305907016";"200";"2011";"1519";"1";"219.0";"218.49971632829215";"";"1519";"EKSAKT";"Damfosstunnelen";"";"361574.07721209095";"6883795.150022668";"Damfosstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Damfosstunnelen%2A&ostLL=31877.37395&nordLL=6894129.86352&ostUR=65877.37395000001&nordUR=6928129.86352"
"Fyrdsbergtunnelen";"305907018";"1200";"2011";"1519";"1";"1185.0";"1184.857787121108";"";"1519";"EKSAKT";"Fyrdsbergtunnelen";"";"360402.9996544493";"6884566.108345825";"Fyrdsbergtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fyrdsbergtunnelen%2A&ostLL=30780.24231&nordLL=6895007.93588&ostUR=64780.24231&nordUR=6929007.93588"
"Tangtunnelen";"340575958";"350";"2011";"1714";"2";"345.0";"344.84052715681327";"";"1714";"EKSAKT";"Tangtunnelen";"";"595111.2294016425";"7039437.899458225";"Tangtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Tangtunnelen%2A&ostLL=279212.96322&nordLL=7027533.90458&ostUR=313212.96322&nordUR=7061533.90458"
"Jondalstunnelen";"349549730";"";"";"1224";"1";"10114.0";"10111.575869991235";"";"1224,1227";"EKSAKT";"Jondalstunnelen";"";"350269.02704146435";"6672238.692818078";"Jondalstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Jondalstunnelen%2A&ostLL=1128.4699699999983&nordLL=6683997.90991&ostUR=35128.46997&nordUR=6717997.90991"
"Kvivstunnelen";"359579732";"6500";"2012";"1519";"1";"6578.0";"6577.632122421811";"";"1444,1519";"EKSAKT";"Kvivstunnelen";"";"367222.1423659312";"6878151.5871777795";"Kvivstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Kvivstunnelen%2A&ostLL=36990.17113&nordLL=6887973.9094&ostUR=70990.17113&nordUR=6921973.9094"
"Eidsnakktunnelen";"359579735";"1600";"2012";"1519";"1";"1632.0";"1630.6430033184427";"";"1519";"EKSAKT";"Eidsnakktunnelen";"";"364640.71398875886";"6882015.22376782";"Eidsnakktunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Eidsnakktunnelen%2A&ostLL=34772.53045&nordLL=6892069.0205&ostUR=68772.53044999999&nordUR=6926069.0205"
"Vågsbygdporten tunnel";"359603347";"1500";"";"1001";"5";"1343.09";"1342.766365379199";"";"1001";"INGEN";"vågsbygdporten";"vågsbygdport";"438742.0329618462";"6444327.389877095";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=v%C3%A5gsbygdport%2A&ostLL=68894.64393&nordLL=6448505.52891&ostUR=102894.64393&nordUR=6482505.52891"
"Stettetunnelen";"360940822";"420";"2012";"1529";"1";"397.0";"26.61422887727168";"";"1529";"INGEN";"stett";"stett";"377466.08340464835";"6933623.408782606";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=stett%2A&ostLL=52368.253549999994&nordLL=6942373.41551&ostUR=86368.25355&nordUR=6976373.41551"
"Skjåholmen";"362147047";"698";"";"2017";"1";"697.0";"697.0301604188256";"";"2017";"INGEN";"skjåholmen";"skjåholm";"1043449.5409083305";"7891913.914099095";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=skj%C3%A5holm%2A&ostLL=807044.83155&nordLL=7831916.73746&ostUR=841044.83155&nordUR=7865916.73746"
"Øyertunnelen";"370219506";"3873";"2012";"521";"2";"3873.0";"3870.051320847366";"";"521";"EKSAKT";"Øyertunnelen";"";"570642.0775206793";"6795616.002976429";"Øyertunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=%C3%98yertunnelen%2A&ostLL=232226.47778&nordLL=6786896.70229&ostUR=266226.47777999996&nordUR=6820896.70229"
"Støyperilokket";"371042712";"202";"";"502";"1";"202.0";"201.58611326880117";"";"502";"EKSAKT";"Støyperilokket";"";"592201.8623034953";"6740808.045013811";"Støyperilokket";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=St%C3%B8yperilokket%2A&ostLL=248689.62977&nordLL=6730309.24893&ostUR=282689.62977&nordUR=6764309.24893"
"Løkkeåstunnelen";"371051700";"170";"";"219";"1";"170.0";"167.16716351239586";"";"219";"INGEN";"løkkeå";"løkkeå";"585281.3894182479";"6640703.269254389";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=l%C3%B8kke%C3%A5%2A&ostLL=232687.38253&nordLL=6631186.36379&ostUR=266687.38253&nordUR=6665186.36379"
"Noreviktunnelen";"373738418";"2600";"2012";"1416";"1";"2591.0";"2590.832761279311";"";"1416";"INGEN";"norevik";"norevik";"322398.38409535785";"6784650.277630485";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=norevik%2A&ostLL=-16394.934&nordLL=6798786.88346&ostUR=17605.066&nordUR=6832786.88346"
"Fenestunnelen";"373855180";"";"2013";"1613";"1";"1075.0";"1082.4060257103547";"";"1613";"EKSAKT";"Fenestunnelen";"";"518923.4296406248";"7040213.835006445";"Fenestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Fenestunnelen%2A&ostLL=203381.06971&nordLL=7035443.17457&ostUR=237381.06971&nordUR=7069443.17457"
"Høgsettunnelen";"376148733";"750";"2013";"1557";"1";"752.0";"751.6177766197042";"";"1557";"EKSAKT-forenklet1";"høgs";"";"437649.665689335";"6981525.939294678";"Høgsetundergangen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=h%C3%B8gs%2A&ostLL=116869.0105&nordLL=6984541.78714&ostUR=150869.0105&nordUR=7018541.78714"
"Valslagtunnelen";"376362573";"";"2013";"1613";"1";"2624.0";"2623.541797207718";"";"1613";"EKSAKT";"Valslagtunnelen";"";"515162.0234534898";"7040303.957631655";"Valslagtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Valslagtunnelen%2A&ostLL=199641.01077&nordLL=7035885.50708&ostUR=233641.01077&nordUR=7069885.50708"
"Brattstiåstunnelen";"376362575";"220";"2013";"1613";"1";"230.0";"230.12693268596652";"";"1613";"EKSAKT";"Brattstiåstunnelen";"";"519800.06132548564";"7038540.75043513";"Brattstiåstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Brattsti%C3%A5stunnelen%2A&ostLL=204097.89537&nordLL=7033693.70471&ostUR=238097.89537&nordUR=7067693.70471"
"Stavnetunnelen";"376513247";"110";"2012";"1601";"1";"118.0";"118.52340677749258";"";"1601";"EKSAKT";"Stavnetunnelen";"";"569072.3202847156";"7032104.301948994";"Stavnetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Stavnetunnelen%2A&ostLL=252588.96999&nordLL=7022666.26136&ostUR=286588.96999&nordUR=7056666.26136"
"Sky miljøtunnel";"377163287";"40";"2012";"709";"2";"40.0";"39.99802273656826";"";"709";"INGEN";"sky";"sky";"555407.5659180441";"6547599.73325264";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=sky%2A&ostLL=194511.96469&nordLL=6541079.61893&ostUR=228511.96469&nordUR=6575079.61893"
"Paulertunnelen";"377163290";"420";"2012";"709";"2";"420.0";"419.6714820666149";"";"709";"EKSAKT";"Paulertunnelen";"";"554610.5595966078";"6547916.847717947";"Paulertunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Paulertunnelen%2A&ostLL=193745.88309&nordLL=6541467.37098&ostUR=227745.88309&nordUR=6575467.37098"
"Lørentunnelen";"392878687";"1174";"";"301";"3";"1174.0";"1286.7281424363928";"";"301";"EKSAKT";"Lørentunnelen";"";"600448.5772571004";"6645430.299838325";"Lørentunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=L%C3%B8rentunnelen%2A&ostLL=248229.75867&nordLL=6634523.08833&ostUR=282229.75867&nordUR=6668523.08833"
"Økerntunnelen";"392894331";"331";"";"301";"2";"331.0";"330.69256048658684";"";"301";"EKSAKT";"Økerntunnelen";"";"600809.7190573646";"6644909.847632998";"Økerntunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=%C3%98kerntunnelen%2A&ostLL=248542.47074999998&nordLL=6633971.77432&ostUR=282542.47075&nordUR=6667971.77432"
"Bortnetunnelen";"392948766";"4800";"2013";"1438";"1";"4806.0";"4799.072460997572";"";"1438";"EKSAKT";"Bortnetunnelen";"";"309872.6603278816";"6859906.105270254";"Bortnetunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Bortnetunnelen%2A&ostLL=-21945.407610000002&nordLL=6875080.54809&ostUR=12054.59239&nordUR=6909080.54809"
"Holnestunnelen";"392948767";"214";"2013";"1438";"1";"214.0";"214.4866333744601";"";"1438";"EKSAKT";"Holnestunnelen";"";"309192.72528031794";"6862626.04779127";"Holnestunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Holnestunnelen%2A&ostLL=-22372.02186&nordLL=6877859.15094&ostUR=11627.97814&nordUR=6911859.15094"
"Korslundtunnelen";"395021438";"610";"2015";"237";"2";"635.248";"627.9816064676003";"";"237";"EKSAKT";"Korslundtunnelen";"";"623355.741415932";"6702087.802290872";"Korslundtunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Korslundtunnelen%2A&ostLL=276197.07917&nordLL=6688891.82419&ostUR=310197.07917&nordUR=6722891.82419"
"Morskogstunnelen";"395021441";"2350";"2014";"237";"2";"2350.0";"2348.1428472039074";"";"237";"EKSAKT";"Morskogstunnelen";"";"623505.7684611242";"6706333.472228129";"Morskogstunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Morskogstunnelen%2A&ostLL=276733.02497&nordLL=6693107.6418&ostUR=310733.02497&nordUR=6727107.6418"
"Ballesvikskaretunelen";"397967815";"943";"";"1928";"1";"844.25";"843.0085048712472";"";"1928";"INGEN";"ballesvikskare";"ballesvikskar";"818963.8389462768";"7716200.779279208";"";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=ballesvikskar%2A&ostLL=566767.209960938&nordLL=7679435.6000061&ostUR=600767.209960938&nordUR=7713435.6000061"
"Butunnelen";"413129667";"";"";"1231";"8";"1096.58";"1095.6343720554648";"";"1231";"EKSAKT";"Butunnelen";"";"380830.84877996246";"6705324.671074942";"Butunnelen";"https://ws.geonorge.no/SKWS3Index/ssr/sok?maxAnt=50&navn=Butunnelen%2A&ostLL=34657.75587&nordLL=6714236.44934&ostUR=68657.75587&nordUR=6748236.44934"
